60003685;"NEC MultiSync PA322UHD - LED monitor - 32"" (31.5"" viewable) - 3840 x 2160 4K UHD (2160p) - IPS - 350 cd/m¤ - 1000:1 - 10 ms - 2xDVI-D. 2xDisplayPort. 4xHDMI - speakers - black";12959.38;15680.85;;;581;60003686;
60003686;"NEC SpectraView Reference 322UHD - LED monitor - 31.5"" - 3840 x 2160 4K - IPS - 350 cd/m¤ - 1000:1 - 10 ms - 2xDVI-D. 2xDisplayPort. 4xHDMI - black";2670;3230.70;;;1130;60003701;
60003701;"NEC MultiSync P403 PG - 40"" Class - P Series LED display - digital signage - 1080p (Full HD) 1920 x 1080 - edge-lit";155.63;188.31;;;1129;60003702;
60003702;"NEC MultiSync P463 PG - 46"" Class - P Series LED display - digital signage - 1080p (Full HD) 1920 x 1080 - edge-lit";2313.77;2799.66;;;1126;60003707;
60003707;"NEC MultiSync P703 PG - 70"" Class - P Series LED display - digital signage - 1080p (Full HD) 1920 x 1080 - edge-lit";1153.64;1395.90;;;1125;60003708;
60003708;"NEC MultiSync P801 PG - 80"" Class (80"" viewable) - P Series LED display - digital signage - 1080p (Full HD) 1920 x 1080 - edge-lit";8848.64;10706.85;;;1127;60003713;
60003713;"NEC MultiSync V323 PG - 32"" Class (31.5"" viewable) - V Series LED display - digital signage - 1080p (Full HD) 1920 x 1080 - edge-lit - black";534.28;646.48;;;1158;60003722;
60003722;"NEC MultiSync X464UNS - 46"" Class - X Series LED display - digital signage - 1080p (Full HD) 1920 x 1080 - direct-lit LED";545.24;659.74;;;1555;60003723;
60003723;"NEC MultiSync X554UNV - 55"" Class - X Series LED display - digital signage - 1080p (Full HD) 1920 x 1080 - direct-lit LED";812.64;983.29;;;1025;60003725;
60003725;"NEC MultiSync E325 - 32"" Class LED display - digital signage / hospitality - 720p 1366 x 768 - direct-lit LED - black";11854.79;14344.30;;;2394;60003726;
60003726;"NEC MultiSync E425 - 42"" Class - E Series LED display - digital signage / hospitality - 1080p (Full HD) 1920 x 1080 - direct-lit LED - black";940.19;1137.63;;;1460;60003727;
60003727;"NEC MultiSync E505 - 50"" Class - E Series LED display - digital signage / hospitality - 1080p (Full HD) 1920 x 1080 - direct-lit LED";513.51;621.35;;;1440;60003728;
60003728;"NEC MultiSync E585 - 58"" Class - E Series LED display - digital signage - 1080p (Full HD) 1920 x 1080 - direct-lit LED - black";248.65;300.87;;;1160;60003766;
60003766;"NEC MultiSync P801 SST - 80"" Class - P Series LED display - digital signage - with touchscreen - 1080p (Full HD) 1920 x 1080 - edge-lit";2305.91;2790.15;;;890;60003767;
60003767;"NEC MultiSync P403 SST - 40"" Class - P Series LED display - digital signage - with touchscreen - 1080p (Full HD) 1920 x 1080 - edge-lit";3026.02;3661.48;;;868;60003768;
60003768;"NEC MultiSync P463 SST - 46"" Class - P Series LED display - digital signage - with touchscreen - 1080p (Full HD) 1920 x 1080 - edge-lit";4005;4846.05;;;889;60003769;
60003769;"NEC MultiSync P553 SST - 55"" Class - P Series LED display - digital signage - 1080p (Full HD) 1920 x 1080 - edge-lit - black";4673.18;5654.55;;;1408;60003790;
60003790;"NEC MultiSync X464UN-2 - 46"" Class - X Series LED display - digital signage - 1080p (Full HD) 1920 x 1080 - direct-lit LED";4292.64;5194.09;;;1161;60003791;
60003791;"NEC MultiSync X464UNV-2 - 46"" Class - X Series LED display - digital signage - 1080p (Full HD) 1920 x 1080 - direct-lit LED";821.78;994.35;;;1017;60003804;
60003804;"NEC MultiSync E203Wi - LED monitor - 20"" - 1600 x 900 - IPS - 250 cd/m¤ - 1000:1 - 6 ms - DVI-D. VGA. DisplayPort - black";208.74;252.58;;;1064;60003805;
60003805;"NEC MultiSync E203Wi - LED monitor - 20"" - 1600 x 900 - IPS - 250 cd/m¤ - 1000:1 - 6 ms - DVI-D. VGA. DisplayPort - white";158.13;191.34;;;1018;60003806;
60003806;"NEC MultiSync E233WM - LED monitor - 23"" - 1920 x 1080 Full HD (1080p) - TN - 250 cd/m¤ - 1000:1 - 5 ms - DVI-D. VGA. DisplayPort - speakers - black";208.74;252.58;;;1019;60003807;
60003807;"NEC MultiSync E233WM - LED monitor - 23"" - 1920 x 1080 Full HD (1080p) - TN - 250 cd/m¤ - 1000:1 - 5 ms - DVI-D. VGA. DisplayPort - speakers - white";38822.73;46975.50;;;244;60003810;
60003810;"NEC AccuSync AS242W - LED monitor - 24"" (24"" viewable) - 1920 x 1080 Full HD (1080p) - TN - 250 cd/m¤ - 1000:1 - 5 ms - DVI-D. VGA - black";176.88;214.02;;;1914;60003811;
60003811;"NEC MultiSync EA245WMi - LED monitor - 24"" (24"" viewable) - 1920 x 1200 - AH-IPS - 350 cd/m¤ - 1000:1 - 6 ms - HDMI. DVI-D. VGA. DisplayPort - speakers - black";177.99;215.37;;;1913;60003812;
60003812;"NEC MultiSync EA245WMi - LED monitor - 24"" (24"" viewable) - 1920 x 1200 - AH-IPS - 350 cd/m¤ - 1000:1 - 6 ms - HDMI. DVI-D. VGA. DisplayPort - speakers - white";359.28;434.73;;;1912;60003813;
60003813;"NEC MultiSync EA275WMi - LED monitor - 27"" - 2560 x 1440 - IPS - 350 cd/m¤ - 1000:1 - 6 ms - HDMI. DVI-I. DisplayPort - speakers - black";425.05;514.31;;;1911;60003814;
60003814;"NEC MultiSync EA275WMi - LED monitor - 27"" - 2560 x 1440 - IPS - 350 cd/m¤ - 1000:1 - 6 ms - HDMI. DVI-I. DisplayPort - speakers - white";637.59;771.48;;;675;60003817;
60003817;"NEC MultiSync EA295WMi - LED monitor - 29"" (29"" viewable) - 2560 x 1080 - IPS - 300 cd/m¤ - 1000:1 - 6 ms - 2xHDMI. VGA. DisplayPort - speakers - black";552.83;668.92;;;133;60003818;
60003818;"NEC MultiSync EA295WMi - LED monitor - 29"" - 2560 x 1080 - IPS - 300 cd/m¤ - 1000:1 - 6 ms - 2xHDMI. VGA. DisplayPort - speakers - white";552.83;668.92;;;507;60003819;
60003819;"NEC MultiSync EA305WMi - LED monitor - 30"" - 2560 x 1600 - AH-IPS - 350 cd/m¤ - 1000:1 - 6 ms - HDMI. DVI-D. DisplayPort - speakers - black";5368.88;6496.34;;;505;60003820;
